staff_id,npi,first_name,last_name,job_code,job_title,credential,primary_facility_id,primary_unit_id,employment_type,fte,hire_date,termination_date,is_active
STF001085,1652564039,Benjamin,Shea,PA,Physician Assistant,PA-C,330101,330101-ONC,1,0.8,2015-08-18,,1
STF001086,1936971648,Lindsay,Hamilton,LPN,Licensed Practical Nurse,LPN,330101,330101-PP,1,0.6,2021-10-17,,1
STF001087,1937952670,Tracy,Anthony,LPN,Licensed Practical Nurse,LPN,330101,330101-PACU,1,1.0,2017-09-07,,1
STF001088,1460648857,Pamela,Johnson,RN,Registered Nurse,RN,330101,330101-PP,1,0.8,2016-08-16,,1
STF001089,1173011015,Sara,Wilkerson,NP,Nurse Practitioner,NP,330101,330101-ED,1,0.8,2023-05-26,,1
STF001090,1013607285,Jacob,Dunn,RN,Registered Nurse,RN,330101,330101-ONC,1,1.0,2018-03-31,,1
STF001091,,Jennifer,Johnson,CNA,Certified Nursing Assistant,CNA,330101,330101-TELE,1,0.9,2020-06-04,2026-07-04,0
STF001092,1170358047,Colton,Johnson,RN,Registered Nurse,RN,330101,330101-OPC,1,0.6,2024-06-26,,1
STF001093,,Sharon,Smith,RT,Respiratory Therapist,RRT,330101,330101-PP,1,1.0,2022-08-05,,1
STF001094,1919898029,Kyle,Buchanan,LPN,Licensed Practical Nurse,LPN,330101,330101-MICU,1,1.0,2022-11-17,,1
STF001095,1399385369,Jessica,Thompson,RN,Registered Nurse,RN,330101,330101-PACU,1,1.0,2017-02-23,,1
STF001096,1006995678,Lisa,Garrett,RN,Registered Nurse,RN,330101,330101-OPC,1,0.8,2025-11-26,2026-03-02,0
STF001097,,Susan,Montgomery,UC,Unit Clerk,,330101,330101-TELE,1,1.0,2023-07-19,,1
STF001098,,Maria,Williams,CNA,Certified Nursing Assistant,CNA,330101,330101-CVICU,1,1.0,2026-05-04,,1
STF001099,1740542394,Charles,Baker,LPN,Licensed Practical Nurse,LPN,330101,330101-ONC,1,1.0,2019-04-16,,1
STF001100,1610175844,Albert,Price,RN,Registered Nurse,RN,330101,330101-ASC,1,1.0,2017-04-04,,1
STF001101,,Justin,Pope,CNA,Certified Nursing Assistant,CNA,330101,330101-CVICU,1,0.9,2021-04-04,,1
STF001102,,Amy,Mckinney,PharmTech,Pharmacy Technician,CPhT,330101,330101-PP,1,1.0,2026-04-11,,1
STF001103,1159326152,Andrew,Finley,RN,Registered Nurse,RN,330101,330101-ED,1,0.6,2026-07-05,,1
STF001104,1975151748,Tiffany,Bates,RN,Registered Nurse,RN,330101,330101-CVICU,1,0.8,2018-12-08,,1
STF001105,1748528728,Holly,Perez,RN,Registered Nurse,RN,330101,330101-ED,1,0.6,2025-03-28,,1
STF001106,,Vanessa,Smith,CNA,Certified Nursing Assistant,CNA,330101,330101-PACU,1,1.0,2025-08-29,,1
STF001107,1130405301,Michael,Olson,RN,Registered Nurse,RN,330101,330101-TELE,1,0.6,2018-04-21,2026-06-23,0
STF001108,1516023114,Joseph,Barry,RN,Registered Nurse,RN,330101,330101-PP,1,1.0,2019-04-16,,1
STF001109,,Norman,White,CNA,Certified Nursing Assistant,CNA,330101,330101-PACU,1,0.6,2016-02-05,2025-10-19,0
STF001110,1571958370,Olivia,Brown,RN,Registered Nurse,RN,330101,330101-PP,1,1.0,2024-06-18,,1
STF001111,1926542950,Samantha,Hale,RN,Registered Nurse,RN,330101,330101-PACU,1,0.6,2019-08-27,,1
STF001112,1426917259,Michael,Garcia,LPN,Licensed Practical Nurse,LPN,330101,330101-TELE,1,0.8,2023-01-18,,1
STF001113,1505447351,Andrew,Hayes,RN,Registered Nurse,RN,330101,330101-PP,1,0.6,2017-10-14,,1
STF001114,,Danielle,Shepard,RT,Respiratory Therapist,RRT,330101,330101-MICU,1,0.6,2017-08-16,,1
STF001115,1879102292,Julie,Lopez,PA,Physician Assistant,PA-C,330101,330101-OPC,1,0.9,2016-07-06,,1
STF001116,1048227893,Cynthia,Kennedy,RN,Registered Nurse,RN,330101,330101-PEDS,1,0.6,2024-08-08,,1
STF001117,,John,Espinoza,CNA,Certified Nursing Assistant,CNA,330101,330101-ASC,1,1.0,2020-11-28,,1
STF001118,1867768343,Jose,Powell,RN,Registered Nurse,RN,330101,330101-ONC,1,1.0,2021-10-11,2025-12-17,0
STF001119,1393671012,Beth,Johnston,RN,Registered Nurse,RN,330101,330101-PP,1,0.6,2017-11-05,2025-07-25,0
STF001120,1849298292,Nicole,Tran,RN,Registered Nurse,RN,330101,330101-PEDS,1,1.0,2019-06-13,,1
STF001121,1742480059,Joseph,Chapman,RN,Registered Nurse,RN,330101,330101-OPC,1,1.0,2015-05-05,,1
STF001122,1294017768,Joyce,Escobar,RPh,Pharmacist,PharmD,330101,330101-ONC,2,0.9,2026-05-29,,1
STF001123,,Tracy,Roberson,CNA,Certified Nursing Assistant,CNA,330101,330101-LD,1,1.0,2021-09-15,,1
STF001124,1011152256,Amy,Morris,RN,Registered Nurse,RN,330101,330101-SICU,1,0.9,2023-04-02,2025-09-27,0
STF001125,1282258786,Alicia,Blake,MD,Physician,MD,330101,330101-TELE,1,1.0,2022-08-27,2026-01-23,0
STF001126,1085296610,Wendy,Harris,RN,Registered Nurse,RN,330101,330101-PEDS,1,0.6,2022-11-12,,1
STF001127,1238816371,Marie,Osborn,RN,Registered Nurse,RN,330101,330101-MS,1,0.8,2020-12-09,,1
STF001128,,Catherine,Hernandez,CNA,Certified Nursing Assistant,CNA,330101,330101-PACU,1,0.9,2022-05-08,,1
STF001129,1326468481,Jessica,Cooke,MD,Physician,MD,330101,330101-ED,1,1.0,2016-10-29,,1
STF001130,1057602206,Mark,Johnson,RN,Registered Nurse,RN,330101,330101-SICU,2,0.8,2022-11-18,,1
STF001131,1079219911,Cheryl,Green,RN,Registered Nurse,RN,330101,330101-PSY,1,0.8,2021-04-25,,1
STF001132,1417527746,Leonard,Castro,LPN,Licensed Practical Nurse,LPN,330101,330101-TELE,2,1.0,2023-09-18,,1
STF001133,1366757578,Debra,Vargas,RN,Registered Nurse,RN,330101,330101-SICU,2,1.0,2025-10-27,,1
STF001134,1317684315,Kathleen,Burgess,MD,Physician,MD,330101,330101-MICU,1,0.8,2026-01-06,,1
STF001135,,Aaron,Jackson,CNA,Certified Nursing Assistant,CNA,330101,330101-PSY,1,1.0,2021-08-13,,1
STF001136,1562366065,Trevor,Watkins,RN,Registered Nurse,RN,330101,330101-MICU,1,0.6,2023-04-22,2025-07-16,0
STF001137,,Erica,Moreno,PharmTech,Pharmacy Technician,CPhT,330101,330101-PACU,1,0.8,2015-03-24,,1
STF001138,1454535531,Michelle,Rush,MD,Physician,MD,330101,330101-OPC,1,1.0,2024-02-26,,1
STF001139,1641612597,Donna,Bailey,LPN,Licensed Practical Nurse,LPN,330101,330101-PACU,1,1.0,2018-11-21,,1
STF001140,1567464392,Paul,Weaver,MD,Physician,MD,330101,330101-PP,1,0.6,2025-01-24,,1
STF001141,1797626685,Kara,Scott,RN,Registered Nurse,RN,330101,330101-CVICU,1,0.9,2019-08-11,,1
STF001142,1452659897,Duane,Gibson,RN,Registered Nurse,RN,330101,330101-PSY,1,1.0,2021-12-30,,1
STF001143,,Bailey,Hampton,CNA,Certified Nursing Assistant,CNA,330101,330101-CVICU,2,1.0,2018-11-23,,1
STF001144,,Edwin,Brown,UC,Unit Clerk,,330101,330101-PSY,1,1.0,2025-04-05,,1
STF001145,1831207026,Derrick,Murphy,RN,Registered Nurse,RN,330101,330101-LD,1,0.6,2019-06-27,,1
STF001146,1140733379,Scott,White,RN,Registered Nurse,RN,330101,330101-PEDS,1,0.6,2019-02-14,,1
STF001147,,Christina,Adkins,UC,Unit Clerk,,330101,330101-LD,1,0.6,2019-11-01,,1
STF001148,1926136926,Travis,Bishop,RPh,Pharmacist,PharmD,330101,330101-SICU,2,1.0,2022-10-20,,1
STF001149,1207463780,David,Morgan,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2020-05-08,,1
STF001150,,Matthew,Ward,UC,Unit Clerk,,330101,330101-TELE,1,0.6,2025-07-29,,1
STF001151,,Bryan,Choi,CNA,Certified Nursing Assistant,CNA,330101,330101-ASC,1,1.0,2018-10-16,,1
STF001152,,Ryan,Nelson,CNA,Certified Nursing Assistant,CNA,330101,330101-LD,2,1.0,2020-09-03,,1
STF001153,1337553005,Heather,Marshall,RN,Registered Nurse,RN,330101,330101-MICU,1,1.0,2017-04-18,,1
STF001154,1414049886,Melanie,Wells,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2016-07-22,,1
STF001155,,Benjamin,Dixon,RT,Respiratory Therapist,RRT,330101,330101-CVICU,1,0.6,2025-10-26,,1
STF001156,1755268291,Angel,Garcia,RN,Registered Nurse,RN,330101,330101-TELE,1,0.6,2020-09-17,2026-04-29,0
STF001157,1951650590,Shelia,Johns,LPN,Licensed Practical Nurse,LPN,330101,330101-LD,1,1.0,2017-08-31,,1
STF001158,1102543897,Vickie,Smith,RN,Registered Nurse,RN,330101,330101-ASC,1,1.0,2020-09-15,,1
STF001159,1112824699,Edward,Cross,RN,Registered Nurse,RN,330101,330101-OPC,1,1.0,2025-04-13,,1
STF001160,,Stacy,Luna,UC,Unit Clerk,,330101,330101-ASC,1,1.0,2017-10-18,,1
STF001161,1363184977,William,Walker,RPh,Pharmacist,PharmD,330101,330101-ED,1,1.0,2023-09-21,,1
STF001162,1864921067,Kayla,Rodriguez,RN,Registered Nurse,RN,330101,330101-ONC,1,0.8,2024-12-14,,1
STF001163,1237838963,Ronald,Mendoza,RN,Registered Nurse,RN,330101,330101-PSY,1,1.0,2016-01-22,2026-05-28,0
STF001164,1101125588,Scott,Ortiz,RN,Registered Nurse,RN,330101,330101-OPC,1,0.6,2023-03-15,,1
STF001165,1844557448,James,Harper,RN,Registered Nurse,RN,330101,330101-PP,2,0.9,2025-12-20,,1
STF001166,,Frank,Johnson,PharmTech,Pharmacy Technician,CPhT,330101,330101-PEDS,1,1.0,2022-03-04,,1
STF001167,1078292316,Anthony,Patel,RN,Registered Nurse,RN,330101,330101-MICU,1,1.0,2021-09-18,,1
STF001168,1651469775,Kristen,Brown,RN,Registered Nurse,RN,330101,330101-PACU,1,1.0,2021-07-05,,1
STF001169,1858629356,Allison,Kidd,RN,Registered Nurse,RN,330101,330101-ASC,1,0.9,2016-09-22,,1
STF001170,,Michael,Alvarez,RT,Respiratory Therapist,RRT,330101,330101-TELE,1,0.9,2019-11-10,,1
STF001171,,Michelle,Gallagher,CNA,Certified Nursing Assistant,CNA,330101,330101-PP,1,1.0,2023-08-12,2026-01-23,0
STF001172,1888153409,Cheryl,Bartlett,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2016-11-21,,1
STF001173,1652526977,Tina,Freeman,LPN,Licensed Practical Nurse,LPN,330101,330101-ONC,1,0.8,2018-12-20,,1
STF001174,1886026405,Daniel,Robinson,RPh,Pharmacist,PharmD,330101,330101-SDU,1,0.8,2021-11-19,,1
STF001175,1871505825,Ashley,Palmer,RN,Registered Nurse,RN,330101,330101-PP,1,1.0,2021-02-04,,1
STF001176,1559379115,Katrina,Smith,RN,Registered Nurse,RN,330101,330101-SICU,2,0.8,2025-08-31,,1
STF001177,1273165033,Henry,Gonzalez,RN,Registered Nurse,RN,330101,330101-SDU,1,0.8,2015-02-11,,1
STF001178,,Chris,Swanson,UC,Unit Clerk,,330101,330101-PP,2,1.0,2019-01-03,,1
STF001179,1771047655,Russell,Hall,RN,Registered Nurse,RN,330101,330101-ASC,1,1.0,2017-03-08,,1
STF001180,1477890717,Robyn,Schmidt,RN,Registered Nurse,RN,330101,330101-LD,1,1.0,2019-11-17,,1
STF001181,1230354326,Robin,Mann,MD,Physician,MD,330101,330101-TELE,1,0.8,2019-07-02,,1
STF001182,1125087827,James,Thompson,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2017-06-11,,1
STF001183,1462938159,Nancy,Stone,RN,Registered Nurse,RN,330101,330101-MICU,1,1.0,2023-11-19,,1
STF001184,,Robert,Michael,CNA,Certified Nursing Assistant,CNA,330101,330101-TELE,1,1.0,2023-11-03,,1
STF001185,,Claudia,Barber,CNA,Certified Nursing Assistant,CNA,330101,330101-TELE,1,0.9,2020-10-19,,1
STF001186,,Tara,Cline,CNA,Certified Nursing Assistant,CNA,330101,330101-ED,1,0.8,2017-09-13,,1
STF001187,,Debra,Johnston,CNA,Certified Nursing Assistant,CNA,330101,330101-CVICU,1,0.6,2024-11-20,,1
STF001188,1666872564,Rachel,Wilson,RN,Registered Nurse,RN,330101,330101-CVICU,1,0.6,2025-01-27,,1
STF001189,1468533499,Jackson,Freeman,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2017-04-04,,1
STF001190,1793263578,Tracy,Sanders,RN,Registered Nurse,RN,330101,330101-TELE,1,1.0,2018-04-27,,1
STF001191,1015328563,Jesse,Gallagher,RN,Registered Nurse,RN,330101,330101-ASC,1,0.8,2024-06-28,,1
STF001192,1707198481,Rachel,Johnson,MD,Physician,MD,330101,330101-PEDS,1,1.0,2015-04-19,,1
STF001193,1447525961,Dylan,Murray,RN,Registered Nurse,RN,330101,330101-PSY,1,0.6,2016-06-12,,1
STF001194,,Belinda,Jones,RT,Respiratory Therapist,RRT,330101,330101-PEDS,2,0.8,2021-07-04,,1
STF001195,1368946442,Lacey,Torres,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2016-08-19,,1
STF001196,1173123410,Shannon,Osborn,RN,Registered Nurse,RN,330101,330101-ONC,1,1.0,2021-08-26,,1
STF001197,,Jerry,Wade,CNA,Certified Nursing Assistant,CNA,330101,330101-MS,1,0.9,2018-12-31,,1
STF001198,,Megan,Kelley,CNA,Certified Nursing Assistant,CNA,330101,330101-MICU,1,1.0,2020-02-17,,1
STF001199,,Gregory,Taylor,RT,Respiratory Therapist,RRT,330101,330101-ASC,1,1.0,2016-07-31,,1
STF001200,,William,King,UC,Unit Clerk,,330101,330101-MICU,1,1.0,2023-11-04,,1
STF001201,1384631102,Keith,Davenport,LPN,Licensed Practical Nurse,LPN,330101,330101-ONC,1,0.8,2023-05-03,,1
STF001202,1564629275,Robin,Smith,RN,Registered Nurse,RN,330101,330101-ED,1,1.0,2025-09-06,,1
STF001203,1180848116,Elijah,Carroll,MD,Physician,MD,330101,330101-CVICU,1,0.6,2022-10-15,,1
STF001204,,Michele,Hamilton,UC,Unit Clerk,,330101,330101-LD,1,0.6,2024-03-13,,1
STF001205,1186747309,Tracy,Gonzalez,RN,Registered Nurse,RN,330101,330101-LD,1,0.9,2018-12-05,,1
STF001206,1547610747,Nancy,Morris,RN,Registered Nurse,RN,330101,330101-CVICU,1,1.0,2021-01-17,,1
STF001207,,Scott,Floyd,UC,Unit Clerk,,330101,330101-SICU,1,1.0,2017-09-23,,1
STF001208,,Anne,White,UC,Unit Clerk,,330101,330101-ONC,2,0.6,2023-06-02,,1
STF001209,1456763522,Heidi,Jordan,LPN,Licensed Practical Nurse,LPN,330101,330101-PEDS,1,0.6,2021-06-30,,1
STF001210,1720699930,Daniel,Fernandez,MD,Physician,MD,330101,330101-CVICU,1,0.8,2019-10-15,,1
STF001211,1348898553,Christopher,Fisher,RN,Registered Nurse,RN,330101,330101-PP,1,1.0,2021-07-31,,1
STF001212,1001091698,Jorge,Wheeler,RN,Registered Nurse,RN,330101,330101-MS,1,1.0,2016-03-25,,1
STF001213,,Catherine,Robles,CNA,Certified Nursing Assistant,CNA,330101,330101-ONC,1,0.6,2015-06-22,,1
STF001214,,Laura,Paul,CNA,Certified Nursing Assistant,CNA,330101,330101-CVICU,1,0.8,2025-11-30,,1
STF001215,1885238372,Benjamin,Black,RN,Registered Nurse,RN,330101,330101-LD,1,0.6,2023-08-01,,1
STF001216,1063091066,Richard,Mejia,RN,Registered Nurse,RN,330101,330101-PSY,1,0.8,2015-05-26,,1
STF001217,,Sarah,Romero,PharmTech,Pharmacy Technician,CPhT,330101,330101-LD,1,1.0,2026-07-04,,1
STF001218,1612358142,Steven,Hunt,RN,Registered Nurse,RN,330101,330101-ED,1,1.0,2020-03-07,,1
STF001219,1051885648,Jeffrey,Sanders,RN,Registered Nurse,RN,330101,330101-ASC,1,1.0,2021-03-26,,1
STF001220,,David,Johnson,CNA,Certified Nursing Assistant,CNA,330101,330101-MICU,1,0.8,2017-07-01,,1
STF001221,1785874691,Laura,Walsh,RN,Registered Nurse,RN,330101,330101-OPC,1,0.9,2017-03-30,,1
STF001222,1140188155,Sierra,Tran,LPN,Licensed Practical Nurse,LPN,330101,330101-MS,1,0.8,2016-07-25,2025-11-07,0
STF001223,1019406606,Victoria,Wright,MD,Physician,MD,330101,330101-PACU,1,0.9,2017-03-14,,1
STF001224,1449216422,Nicholas,Perez,RPh,Pharmacist,PharmD,330101,330101-MS,1,0.8,2020-10-09,,1
STF001225,1219374685,Meghan,Kennedy,RN,Registered Nurse,RN,330101,330101-PEDS,1,1.0,2024-10-21,,1
STF001226,,Sean,Brown,RT,Respiratory Therapist,RRT,330101,330101-ASC,1,1.0,2022-06-19,2025-09-08,0
STF001227,1902732704,Marissa,Avila,RN,Registered Nurse,RN,330101,330101-LD,1,1.0,2026-06-12,,1
STF001228,1958366040,Kevin,Walker,RN,Registered Nurse,RN,330101,330101-LD,1,1.0,2018-09-16,,1
STF001229,1937940909,Edwin,Young,RN,Registered Nurse,RN,330102,330102-NICU,1,1.0,2021-11-09,,1
STF001230,1394454762,Brittany,Galloway,RN,Registered Nurse,RN,330102,330102-LD,1,1.0,2022-11-14,,1
STF001231,,James,Baker,RT,Respiratory Therapist,RRT,330102,330102-PEDS,1,1.0,2017-06-04,,1
STF001232,1506606120,Eugene,Cooke,RN,Registered Nurse,RN,330102,330102-MICU,2,0.9,2020-06-17,,1
STF001233,1188775526,Alexandra,Clark,MD,Physician,MD,330102,330102-CVICU,1,1.0,2020-03-08,,1
STF001234,,Jonathan,Ellis,UC,Unit Clerk,,330102,330102-ONC,1,1.0,2019-12-15,,1
STF001235,1063772636,Aaron,Shaw,PA,Physician Assistant,PA-C,330102,330102-PSY,1,0.8,2018-10-29,,1
STF001236,,Juan,Hall,CNA,Certified Nursing Assistant,CNA,330102,330102-MICU,1,0.8,2023-06-21,,1
STF001237,1939199119,Bradley,Bailey,NP,Nurse Practitioner,NP,330102,330102-PACU,1,0.6,2020-05-05,,1
STF001238,1263086780,Dillon,Miller,NP,Nurse Practitioner,NP,330102,330102-OPC,1,0.8,2024-04-02,,1
STF001239,1476594841,Sean,Velez,RN,Registered Nurse,RN,330102,330102-PEDS,1,1.0,2015-04-02,,1
STF001240,1198157620,Cynthia,Webb,MD,Physician,MD,330102,330102-PSY,1,0.9,2016-01-18,,1
STF001241,1999544724,Tara,Williams,RN,Registered Nurse,RN,330102,330102-MS,1,0.6,2021-07-21,,1
STF001242,1194677725,Marissa,Adams,RN,Registered Nurse,RN,330102,330102-REHAB,1,1.0,2026-02-23,,1
STF001243,1755172350,Brenda,Stevens,MD,Physician,MD,330102,330102-ED,1,1.0,2022-12-02,,1
STF001244,,Christine,Johnson,RT,Respiratory Therapist,RRT,330102,330102-NICU,1,1.0,2015-05-06,,1
STF001245,1348521055,Mark,Pearson,RN,Registered Nurse,RN,330102,330102-LD,1,1.0,2022-02-01,,1
STF001246,1075604353,Lauren,Garcia,RN,Registered Nurse,RN,330102,330102-SDU,1,1.0,2015-11-15,,1
STF001247,1862201168,Robert,Shaw,RN,Registered Nurse,RN,330102,330102-ASC,2,0.9,2016-03-12,,1
STF001248,1627838802,Jacqueline,Morris,RN,Registered Nurse,RN,330102,330102-MS,1,0.8,2019-07-01,,1
STF001249,,Donald,Beck,CNA,Certified Nursing Assistant,CNA,330102,330102-NICU,1,1.0,2020-08-05,,1
STF001250,,Gary,Bray,RT,Respiratory Therapist,RRT,330102,330102-SICU,1,1.0,2016-07-25,,1
STF001251,1609433647,Jerry,Adkins,RN,Registered Nurse,RN,330102,330102-ASC,1,1.0,2017-04-12,,1
STF001252,1223429260,Robert,Drake,RN,Registered Nurse,RN,330102,330102-OPC,1,1.0,2020-09-07,,1
STF001253,,Michael,Reyes,UC,Unit Clerk,,330102,330102-ED,1,0.8,2022-06-10,,1
STF001254,1037782056,Mark,Bowman,RN,Registered Nurse,RN,330102,330102-REHAB,1,0.6,2020-12-18,2026-03-07,0
STF001255,1541917307,William,Espinoza,RN,Registered Nurse,RN,330102,330102-LD,1,0.9,2021-02-05,,1
STF001256,1045022166,Brandon,Smith,RN,Registered Nurse,RN,330102,330102-LD,1,0.9,2017-10-14,,1
STF001257,1433032033,Heather,Miller,NP,Nurse Practitioner,NP,330102,330102-PSY,1,0.9,2015-04-18,,1
STF001258,,Elizabeth,Miller,CNA,Certified Nursing Assistant,CNA,330102,330102-ASC,1,1.0,2020-06-05,,1
STF001259,1869601860,Lisa,Tran,RN,Registered Nurse,RN,330102,330102-ED,1,0.9,2026-03-09,,1
STF001260,1694942856,Elizabeth,Hall,RPh,Pharmacist,PharmD,330102,330102-MICU,1,0.8,2019-04-17,,1
STF001261,,Kyle,Aguilar,CNA,Certified Nursing Assistant,CNA,330102,330102-ASC,1,1.0,2021-10-12,,1
STF001262,1388578198,Colleen,Stephens,RN,Registered Nurse,RN,330102,330102-ONC,1,1.0,2024-03-25,,1
STF001263,1606011556,Robert,Stark,LPN,Licensed Practical Nurse,LPN,330102,330102-ED,1,1.0,2020-03-05,,1
STF001264,1857053492,Janice,Mccormick,LPN,Licensed Practical Nurse,LPN,330102,330102-REHAB,1,1.0,2021-05-10,,1
STF001265,1577847860,Rachael,Perez,MD,Physician,MD,330102,330102-ED,1,0.9,2016-03-25,,1
STF001266,1756923407,Patricia,Perez,RN,Registered Nurse,RN,330102,330102-PSY,1,0.6,2023-04-09,,1
STF001267,1323417878,Cynthia,Shah,RPh,Pharmacist,PharmD,330102,330102-ED,1,0.6,2018-08-14,,1
STF001268,1485856640,Marissa,Williams,MD,Physician,MD,330102,330102-MS,1,0.9,2015-09-21,,1
STF001269,1350747172,Danielle,Maldonado,RPh,Pharmacist,PharmD,330102,330102-SDU,1,0.8,2017-03-22,,1
STF001270,1862908206,Pamela,Payne,RN,Registered Nurse,RN,330102,330102-ASC,1,1.0,2023-11-21,,1
STF001271,,Kristine,Terry,CNA,Certified Nursing Assistant,CNA,330102,330102-MICU,1,0.8,2023-01-05,,1
STF001272,,Jennifer,Patterson,CNA,Certified Nursing Assistant,CNA,330102,330102-ONC,1,0.9,2019-06-05,,1
STF001273,1079379712,Jessica,Patterson,MD,Physician,MD,330102,330102-SDU,1,1.0,2023-04-08,,1
STF001274,1884577218,Alicia,Caldwell,RN,Registered Nurse,RN,330102,330102-PSY,1,1.0,2019-01-22,,1
STF001275,,Monica,Nixon,RT,Respiratory Therapist,RRT,330102,330102-PEDS,1,1.0,2019-03-24,,1
STF001276,,James,Sullivan,RT,Respiratory Therapist,RRT,330102,330102-OPC,1,0.8,2024-09-13,2026-03-25,0
STF001277,1033727512,Paul,Taylor,NP,Nurse Practitioner,NP,330102,330102-NICU,1,0.9,2026-03-21,,1
STF001278,1424667274,Kelsey,Hernandez,RN,Registered Nurse,RN,330102,330102-MICU,1,0.6,2026-02-23,,1
STF001279,1963585299,Douglas,Miles,MD,Physician,MD,330102,330102-OPC,1,1.0,2025-06-03,,1
STF001280,,Angela,Mathis,PharmTech,Pharmacy Technician,CPhT,330102,330102-SICU,1,0.6,2021-02-24,,1
STF001281,1783598485,Brian,Thomas,RN,Registered Nurse,RN,330102,330102-SICU,1,1.0,2020-04-15,,1
STF001282,,Samantha,Church,CNA,Certified Nursing Assistant,CNA,330102,330102-OPC,1,0.6,2025-01-24,,1
STF001283,1328618767,Karen,Stephens,MD,Physician,MD,330102,330102-ONC,1,1.0,2023-04-28,2026-01-06,0
STF001284,1017653771,Jessica,Hill,RN,Registered Nurse,RN,330102,330102-ED,1,1.0,2020-09-10,,1
STF001285,,Jessica,Weiss,CNA,Certified Nursing Assistant,CNA,330102,330102-ASC,1,1.0,2016-08-01,,1
STF001286,1134944105,Jane,Schmidt,RN,Registered Nurse,RN,330102,330102-MICU,1,1.0,2018-01-29,,1
STF001287,1550989719,Anna,Harris,RN,Registered Nurse,RN,330102,330102-ASC,1,1.0,2020-10-04,2026-06-14,0
STF001288,,Rhonda,Cortez,UC,Unit Clerk,,330102,330102-PSY,1,0.8,2019-10-15,,1
STF001289,,William,Hale,CNA,Certified Nursing Assistant,CNA,330102,330102-SICU,1,0.8,2021-02-26,,1
STF001290,,Christopher,Jones,PharmTech,Pharmacy Technician,CPhT,330102,330102-SICU,1,1.0,2024-01-13,2025-08-18,0
STF001291,1121202611,Stephanie,Smith,RN,Registered Nurse,RN,330102,330102-PP,1,1.0,2020-04-12,2026-06-20,0
STF001292,,Dennis,Fuentes,UC,Unit Clerk,,330102,330102-REHAB,1,0.9,2019-05-20,2026-06-21,0
STF001293,,Steven,Boone,PharmTech,Pharmacy Technician,CPhT,330102,330102-PACU,1,1.0,2021-04-08,,1
STF001294,,Alice,Murray,CNA,Certified Nursing Assistant,CNA,330102,330102-MICU,1,1.0,2025-05-28,2025-12-29,0
STF001295,1341203312,Christopher,Haley,RN,Registered Nurse,RN,330102,330102-ASC,2,1.0,2019-06-17,,1
STF001296,1142131758,Dominic,Dyer,RN,Registered Nurse,RN,330102,330102-PSY,1,0.8,2025-07-01,,1
STF001297,1274447238,David,Peterson,RN,Registered Nurse,RN,330102,330102-PEDS,1,0.6,2022-11-14,,1
STF001298,1443120011,James,Malone,MD,Physician,MD,330102,330102-PEDS,1,0.8,2023-10-15,,1
STF001299,1705204834,Karen,Ramirez,NP,Nurse Practitioner,NP,330102,330102-PACU,1,0.6,2016-08-06,,1
STF001300,1961284434,Annette,Thomas,RN,Registered Nurse,RN,330102,330102-NICU,1,0.9,2023-03-28,,1
STF001301,1468425906,Aimee,Davidson,RN,Registered Nurse,RN,330102,330102-MS,1,1.0,2017-11-24,2025-07-13,0
STF001302,1577757790,Kimberly,Reed,RN,Registered Nurse,RN,330102,330102-ONC,1,1.0,2019-05-09,,1
STF001303,1195085430,Brandon,Herman,RN,Registered Nurse,RN,330102,330102-PEDS,1,1.0,2020-10-30,,1
STF001304,,Deborah,Patterson,CNA,Certified Nursing Assistant,CNA,330102,330102-PP,1,1.0,2020-07-04,,1
STF001305,1857618040,Samuel,Miller,MD,Physician,MD,330102,330102-PP,1,0.8,2023-08-26,,1
STF001306,1933153208,Bradley,Duke,RN,Registered Nurse,RN,330102,330102-OPC,1,0.6,2021-12-25,,1
STF001307,1451915930,Veronica,Moore,RN,Registered Nurse,RN,330102,330102-CVICU,1,1.0,2024-04-01,,1
STF001308,1174348247,Mark,Reed,RN,Registered Nurse,RN,330102,330102-SICU,1,0.9,2021-01-30,,1
STF001309,,Morgan,Adams,CNA,Certified Nursing Assistant,CNA,330102,330102-SDU,1,1.0,2018-07-17,,1
STF001310,1588539898,Charles,Lee,RN,Registered Nurse,RN,330102,330102-MS,1,1.0,2023-11-29,,1
STF001311,1427118171,Michele,Harris,RN,Registered Nurse,RN,330102,330102-CVICU,1,0.8,2024-11-17,,1
STF001312,,Victoria,Lee,PharmTech,Pharmacy Technician,CPhT,330102,330102-ED,1,1.0,2018-12-22,,1
STF001313,1664924554,Anthony,Ochoa,RN,Registered Nurse,RN,330102,330102-NICU,1,1.0,2025-02-16,,1
STF001314,1411809855,Brent,Jimenez,LPN,Licensed Practical Nurse,LPN,330102,330102-TELE,1,1.0,2024-02-15,,1
STF001315,1614863553,Jacob,Cochran,RPh,Pharmacist,PharmD,330102,330102-ONC,1,0.6,2016-01-07,,1
STF001316,1907548375,Dean,Hall,MD,Physician,MD,330102,330102-PP,1,0.8,2021-07-07,,1
